,name,ID,ALIGN,EYE,HAIR,SEX,ALIVE
14044,Cedric Crichton (Earth-616),Public Identity,Good Characters,,,Male Characters,Deceased Characters
14045,Chela (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters
14046,Cherry (NYPD) (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters
14047,Chuck Self (Earth-616),Public Identity,,,,Male Characters,Living Characters
14048,Cordon (Earth-616),Public Identity,,,,Male Characters,Living Characters
14049,Corporal Animal (Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,Living Characters
14050,Dan Strom (Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters
14051,Dana Holmes (Earth-616),Secret Identity,Good Characters,,Bald,Female Characters,Living Characters
14052,Daniel Wyzcenko (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters
14053,Dave Finn (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters
14054,David Montgomery (Earth-616),Public Identity,,,,Male Characters,Living Characters
14055,Doctor Pow (Earth-616),,Neutral Characters,,Black Hair,Male Characters,Living Characters
14056,Doctor Rogan (Earth-616),Public Identity,,,Grey Hair,Male Characters,Living Characters
14057,Duncan Sebast (Earth-616),Public Identity,,,Brown Hair,Male Characters,Deceased Characters
14058,Eleanor Sanford (Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,Living Characters
14059,Erik Nicieza (Earth-616),Secret Identity,Neutral Characters,,Red Hair,Male Characters,Living Characters
14060,Fred (Origin) (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters
14061,Frida Rivera (Earth-616),Secret Identity,Good Characters,Blue Eyes,Yellow Hair,Female Characters,Living Characters
14062,Gilbert Lipchitz (Earth-616),,Bad Characters,,,Male Characters,Deceased Characters
14063,Hank Zlotty (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
14064,Ian Whippingham (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,Deceased Characters
14065,Ikeda Honda (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters
14066,Jane Smythe (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters
14067,Jared (Earth-616),Public Identity,,,Brown Hair,Male Characters,Living Characters
14068,Jason Treemont (Earth-616),Public Identity,Neutral Characters,,Grey Hair,Male Characters,Deceased Characters
14069,Jocasta Frost (Earth-616),Public Identity,Neutral Characters,,,Female Characters,Living Characters
14070,Joel Haines (Earth-616),,,,Black Hair,Male Characters,Living Characters
14071,Johann (Earth-616),Public Identity,,,Brown Hair,Male Characters,Living Characters
14072,Jorrsk (Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,Living Characters
14073,Juliana Jararaca (Earth-616),,Neutral Characters,Brown Eyes,Blond Hair,Female Characters,Living Characters
14074,Jymrsk (Earth-616),,Good Characters,,Red Hair,Male Characters,Living Characters
14075,Kate Cooke (Earth-616),Public Identity,,,Red Hair,Female Characters,Deceased Characters
14076,Kenneth Flogg (Earth-616),,Bad Characters,,Grey Hair,Male Characters,Living Characters
14077,Lazarus Ganglion (Earth-616),,Neutral Characters,Red Eyes,Brown Hair,Male Characters,Living Characters
14078,Linga (Earth-616),Public Identity,,,Black Hair,Female Characters,Living Characters
14079,Lucy Priest (Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,Living Characters
14080,Lyle Crawford (Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,Living Characters
14081,Mahmud Abbouthalima (Earth-616),Public Identity,Bad Characters,,,Male Characters,Deceased Characters
14082,Malcolm Whitman (Earth-616),,Bad Characters,,Brown Hair,Male Characters,Living Characters
14083,Marvin Krolnek (Earth-616),,Bad Characters,,,Male Characters,Living Characters
14084,Matt Corbin (Earth-616),Public Identity,Neutral Characters,Black Eyes,,Male Characters,Living Characters
14085,Mistur (Earth-616),Public Identity,,Yellow Eyes,No Hair,Male Characters,Living Characters
14086,Moira Gray (Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,Deceased Characters
14087,Ms. Fingers (Earth-616),Secret Identity,Bad Characters,Red Eyes,Pink Hair,Female Characters,Deceased Characters
14088,Mud-Ah (Earth-616),Public Identity,,,No Hair,Male Characters,Living Characters
14089,Mutant Cat (Earth-616),,,Yellow Eyes,Brown Hair,Female Characters,Deceased Characters
14090,Nanci Koric (Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,Living Characters
14091,Nasya Ehrlich (Earth-11052),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,Living Characters
14092,Nate (Earth-616),Public Identity,,,Brown Hair,Male Characters,Living Characters
14093,Neodymium (Element) (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,,Living Characters
14094,Noboru (Earth-616),Public Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Deceased Characters
14095,Oink (Earth-616),Secret Identity,,,Blond Hair,Male Characters,Living Characters
14096,Omega (Thanosi) (Earth-616),,Bad Characters,,,Male Characters,Living Characters
14097,Optoman (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters
14098,Oracle (O-Force) (Earth-616),Secret Identity,Good Characters,,,Female Characters,Living Characters
14099,Orchid (O-Force) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Green Hair,Female Characters,Living Characters
14100,Orifice (Earth-616),Secret Identity,,,Black Hair,Male Characters,Living Characters
14101,Ozone (Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,Living Characters
14102,Philip Betbeze (Earth-616),,Neutral Characters,,Black Hair,Male Characters,Living Characters
14103,Phisherman (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,Living Characters
14104,Platinum (Element) (Earth-616),Secret Identity,Bad Characters,,No Hair,,Living Characters
14105,Poppa (Earth-616),,Bad Characters,,No Hair,Male Characters,Deceased Characters
14106,Renata Da Lima (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters
14107,Richard Jones (Impersonator) (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
14108,Riek Bukenya (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters
14109,Ruth Durie (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,Living Characters
14110,Ruthenium (Element) (Earth-616),Secret Identity,Bad Characters,,No Hair,,Living Characters
14111,Sandorr (Earth-616),Public Identity,,Yellow Eyes,,Male Characters,Living Characters
14112,Scales (Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,Deceased Characters
14113,Schism (Earth-616),Secret Identity,Neutral Characters,,,,Living Characters
14114,Secco (Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,Deceased Characters
14115,Seiji Honda (Earth-616),No Dual Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,Living Characters
14116,Senso (Earth-616),Public Identity,Neutral Characters,,No Hair,,Living Characters
14117,Shocker 666 (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
14118,Sigmund Freud (Earth-616),,Good Characters,,Grey Hair,Male Characters,Deceased Characters
14119,Slaughter (Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,Deceased Characters
14120,Sonny Bean (Earth-616),Public Identity,,,No Hair,Male Characters,Deceased Characters
14121,Spud (Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,Deceased Characters
14122,Stan Collins (Earth-616),,Good Characters,,,Male Characters,Living Characters
14123,Taran (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,Living Characters
14124,Tarantula (Runaways) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
14125,Ted (Origin) (Earth-616),Public Identity,,,Bald,Male Characters,Living Characters
14126,The Shade (Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
14127,Thiago Piranha (Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters
14128,Third Rail (Earth-616),,Bad Characters,,Blond Hair,Male Characters,Deceased Characters
14129,Thomas Adkins (Earth-616),,,,,Male Characters,Living Characters
14130,Thomas Williams (Earth-616),Secret Identity,Neutral Characters,Black Eyes,,Male Characters,Living Characters
14131,Timmy Glenn (Earth-616),Secret Identity,Good Characters,White Eyes,White Hair,Male Characters,Deceased Characters
14132,Tom Metellus (Earth-616),Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,Living Characters
14133,Tony Robb (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters
14134,Trois (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,Deceased Characters
14135,Vicki of Humbabu (Earth-616),,Good Characters,,Brown Hair,Female Characters,Deceased Characters
14136,Victoria Anderson (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters
14137,X (Thanosi) (Earth-616),,Bad Characters,,,Male Characters,Deceased Characters
14138,Xande (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
14139,Yorkie Mitchell (Earth-616),,Good Characters,,Brown Hair,Male Characters,Living Characters
14140,Yoshi (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters
14141,Aamir (Earth-616),Secret Identity,,,Black Hair,Male Characters,Living Characters
14142,Agrimet (Earth-616),,,,,Male Characters,Deceased Characters
14143,Akaje (Earth-616),,,,,Male Characters,Living Characters
14144,Angela (FBI) (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters
14145,Atar (Earth-616),,,,Brown Hair,Male Characters,Living Characters
14146,Boss (FBI) (Earth-616),No Dual Identity,Neutral Characters,,Grey Hair,Male Characters,Living Characters
14147,Brad Gutman (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
14148,Clicker (Earth-616),,,White Eyes,Bald,Male Characters,Living Characters
14149,Cybill (Earth-616),,,Yellow Eyes,,Female Characters,Living Characters
14150,Dave Cambell (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
14151,Derek Zheng (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters
14152,Doctor Jiroult (Earth-616),,Bad Characters,,Brown Hair,Male Characters,Living Characters
14153,George Tremaine (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters
14154,Holly (X-Corporation) (Earth-616),,Good Characters,Variable Eyes,Variable Hair,Female Characters,Living Characters
14155,Jacinda Rodriquez (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters
14156,Jenny (Dead Girl) (Earth-616),Public Identity,Neutral Characters,,,Female Characters,Living Characters
14157,Jeremy (Mutant) (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters
14158,Jinx (NYPD) (Earth-616),,,,,Male Characters,Living Characters
14159,Joan Jameson (Earth-616),,Neutral Characters,,,Female Characters,Living Characters
14160,Joey Cascio (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
14161,Jorge Lukas (Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,Deceased Characters
14162,Josette (Earth-616),Secret Identity,Good Characters,Green Eyes,White Hair,Female Characters,Living Characters
14163,Jumbo Carnation (Earth-616),Public Identity,Neutral Characters,,Bald,Male Characters,Deceased Characters
14164,Kristal van Helden (Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,Deceased Characters
14165,Lennox Capriati (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters
14166,Leona Tremaine (Earth-616),Public Identity,Neutral Characters,,,Female Characters,Living Characters
14167,Litigious Bradley (Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters
14168,Louis (FBI) (Earth-616),No Dual Identity,Neutral Characters,,Blond Hair,Male Characters,Living Characters
14169,Mandy (Mutant) (Earth-616),,,Brown Eyes,Red Hair,Female Characters,Living Characters
14170,Marc Dale (Earth-616),,,Black Eyes,Black Hair,Male Characters,Living Characters
14171,Maria Bonnaventura (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters
14172,Marie Batroc (Earth-616),No Dual Identity,Bad Characters,,Blond Hair,Female Characters,Living Characters
14173,Mike Alexander (Earth-616),,,,,Male Characters,Deceased Characters
14174,Milo Smutts (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
14175,Mitchell Abrams (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
14176,Mr. Jones (Earth-616),No Dual Identity,Good Characters,,,Male Characters,Living Characters
14177,Mr. Taylor (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
14178,Mrs. Cambell (Earth-616),No Dual Identity,Neutral Characters,,Red Hair,Female Characters,Deceased Characters
14179,Mrs. Taylor (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters
14180,Namor McKenzie (N2) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
14181,Natalie Wood (Earth-616),Secret Identity,Good Characters,Yellow Eyes,Blond Hair,Female Characters,Living Characters
14182,Nigel Blacque (Earth-616),,Bad Characters,,Black Hair,Male Characters,Living Characters
14183,Noel Penrose (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters
14184,Paolo Mantega (Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters
14185,Phillip Cambell (Earth-616),No Dual Identity,Neutral Characters,,Red Hair,Male Characters,Deceased Characters
14186,Rimi Withnail (Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,Living Characters
14187,Robert (Mutant) (Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Male Characters,Living Characters
14188,Rodrigo de Smith (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters
14189,Roja Sanford (Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,Living Characters
14190,Rolanda (Earth-616),Public Identity,Neutral Characters,,,Female Characters,Living Characters
14191,Sanji Yamamoto (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters
14192,Sentinel (Juston) (Earth-616),Public Identity,Good Characters,Red Eyes,No Hair,,Living Characters
14193,Spinach (Earth-616),Secret Identity,Bad Characters,,Green Hair,Male Characters,Living Characters
14194,Stephanie Bradley (Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Female Characters,Living Characters
14195,Tasha (Mutant) (Earth-616),Public Identity,,Black Eyes,Black Hair,Female Characters,Living Characters
